wave,parish,state,project,name,include,field_status,contrac_status,total_mi,mi_remain_plan,mi_remain_contrac_adj,passings,passings_remain_plan,passings_remain_contrac_adj,bead,bead_remain_plan,bead_remain_contrac_adj,reason_codes,contrac_adjustment_note 
(no wave tag),Vernon Parish,LA,CDA-29047,Vernon Parish-NONE-CDA-29047-Stat Area - 2027 - CDA-29047,,,(no ROQ job),0.0,0.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,"newborn_hi_only, newborn_status_held_open",No Contrac ROQ job (parent/off-grid row) -> plan unchanged
(no wave tag),Webster Parish,LA,DA-10964,Webster Parish-NONE-DA-10964-APPROVEDDESIGNAREAS - Webster North,,,(no ROQ job),0.82,0.82,0.82,3.0,3.0,3.0,0.0,0.0,0.0,,No Contrac ROQ job (parent/off-grid row) -> plan unchanged
(no wave tag),Webster Parish,LA,DA-10980,Webster Parish-NONE-DA-10980-APPROVEDDESIGNAREAS - Webster-1,,,(no ROQ job),0.0,0.0,0.0,343.0,343.0,343.0,21.0,21.0,21.0,"newborn_hi_only, newborn_status_held_open",No Contrac ROQ job (parent/off-grid row) -> plan unchanged
(no wave tag),Wilkinson County,MS,CA-9802,Wilkinson County-NONE-CA-9802-Construction Area - Wilkinson County Park,,,(no ROQ job),3.11,3.11,3.11,27.0,27.0,27.0,0.0,0.0,0.0,"newborn_hi_only, newborn_status_held_open",No Contrac ROQ job (parent/off-grid row) -> plan unchanged
Wave 1 (Tom/Ben),Acadia Parish,LA,CDA-25744,Acadia Parish-NONE-CDA-25744-Stat Area - 2026 - CDA-25744,YES,not_started,(no ROQ job),6.52,6.52,6.52,4519.0,4519.0,4519.0,48.0,48.0,48.0,"wave1_pinned_authority, wave1_ic_remain_from_now, parent_never_active",No Contrac ROQ job (parent/off-grid row) -> plan unchanged
Wave 1 (Tom/Ben),Acadia Parish,LA,CDA-25746,Acadia Parish-NONE-CDA-25746-Stat Area - 2026 - CDA-25746,YES,not_started,(no ROQ job),148.26,148.26,148.26,9066.0,9066.0,9066.0,813.0,813.0,813.0,"wave1_pinned_authority, wave1_ic_remain_from_now, parent_never_active",No Contrac ROQ job (parent/off-grid row) -> plan unchanged
Wave 1 (Tom/Ben),Acadia Parish,LA,DA-10517,Acadia Parish-NONE-DA-10517-APPROVEDDESIGNAREAS - Acadia Parish,YES,not_started,(no ROQ job),35.53,35.53,35.53,688.0,688.0,688.0,33.0,33.0,33.0,"wave1_pinned_authority, wave1_ic_remain_from_now, parent_resized_after_child, parent_never_active",No Contrac ROQ job (parent/off-grid row) -> plan unchanged
Wave 1 (Tom/Ben),Acadia Parish,LA,DA-10977,Acadia Parish-NONE-DA-10977-APPROVEDDESIGNAREAS - Acadia-1,YES,,(no ROQ job),1.1,1.1,1.1,105.0,105.0,105.0,12.0,12.0,12.0,"newborn_hi_only, newborn_status_borderline, wave1_habit_resize, wave1_2026_q4_retime, parent_polygon_volume_review",No Contrac ROQ job (parent/off-grid row) -> plan unchanged
Wave 1 (Tom/Ben),Adams County,MS,CA-3900,Adams County-NONE-CA-3900-Construction Area - Ferriday,YES,complete,Complete,96.2,7.92,4.01,5282.0,10.0,0.0,392.0,0.7,0.0,wave1_pinned_authority,Contrac Complete -> 0 remaining (display-only; pending formal close-out)
Wave 1 (Tom/Ben),Allen Parish,LA,CA-3932,Allen Parish-NONE-CA-3932-Construction Area - Oberlin,YES,complete,Complete,228.78,7.79,13.84,2447.0,130.0,0.0,35.0,1.9,0.0,wave1_pinned_authority,Contrac Complete -> 0 remaining (display-only; pending formal close-out)
Wave 1 (Tom/Ben),Allen Parish,LA,CA-4224,Allen Parish-NONE-CA-4224-Construction Area - Reeve,YES,complete,Complete,91.26,1.09,3.41,1335.0,9.0,0.0,99.0,0.7,0.0,"aerial_vs_prior_static_disagree, wave1_pinned_authority",Contrac Complete -> 0 remaining (display-only; pending formal close-out)
Wave 1 (Tom/Ben),Allen Parish,LA,CA-5685,Allen Parish-NONE-CA-5685-Construction Area - Oakdale SA Remaining,YES,complete,Complete,15.15,0.0,0.0,159.0,0.0,0.0,10.0,0.0,0.0,wave1_pinned_authority,Contrac Complete -> 0 remaining (display-only; pending formal close-out)
Wave 1 (Tom/Ben),Allen Parish,LA,CA-5692,Allen Parish-NONE-CA-5692-Construction Area - Allen Parish Gumbo Section 1,YES,complete,Complete,47.55,0.69,2.94,3262.0,65.0,0.0,20.0,0.4,0.0,wave1_pinned_authority,Contrac Complete -> 0 remaining (display-only; pending formal close-out)
Wave 1 (Tom/Ben),Allen Parish,LA,CA-8480,Allen Parish-NONE-CA-8480-Construction Area - Jefferson Davis Kinder Transport,YES,in_construction,In Construction,6.95,2.84,2.61,23.0,16.0,-12.1,0.0,0.0,-0.0,wave1_pinned_authority,"Contrac In Construction, 152.6% complete -> prorated"
Wave 1 (Tom/Ben),Allen Parish,LA,CA-8914,Allen Parish-NONE-CA-8914-Construction Area - Allen Gumbo Redesign,YES,complete,(no ROQ job),2.67,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,wave1_pinned_authority,No Contrac ROQ job (parent/off-grid row) -> plan unchanged
Wave 1 (Tom/Ben),Allen Parish,LA,CA-9393,Allen Parish-NONE-CA-9393-Construction Area - FW - EACAM Build 1,YES,,(no ROQ job),324.41,316.35,316.35,3931.0,3931.0,3931.0,2.0,2.0,2.0,"newborn_hi_only, newborn_status_strong",No Contrac ROQ job (parent/off-grid row) -> plan unchanged
Wave 1 (Tom/Ben),Allen Parish,LA,DA-10521,Allen Parish-NONE-DA-10521-APPROVEDDESIGNAREAS - FW - EACAM Build 1,YES,not_started,(no ROQ job),0.0,0.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,"wave1_retimed_pass1, exhausted_parent_gis_review",No Contrac ROQ job (parent/off-grid row) -> plan unchanged
Wave 1 (Tom/Ben),Allen Parish,LA,DA-6102,Allen Parish-NONE-DA-6102-APPROVEDDESIGNAREAS - Allen South 1,YES,not_started,(no ROQ job),0.04,0.04,0.04,40.0,40.0,40.0,0.0,0.0,0.0,"wave1_retimed_pass1, exhausted_parent_gis_review",No Contrac ROQ job (parent/off-grid row) -> plan unchanged
Wave 1 (Tom/Ben),Amite County,MS,CA-8452,Amite County-NONE-CA-8452-Construction Area - Olio,YES,complete,Complete,46.99,0.92,0.0,429.0,3.0,0.0,5.0,0.0,0.0,wave1_pinned_authority,Contrac Complete -> 0 remaining (display-only; pending formal close-out)
Wave 1 (Tom/Ben),Amite County,MS,CA-8457,Amite County-NONE-CA-8457-Construction Area - Centreville East,YES,complete,Complete,46.06,0.11,1.42,624.0,0.0,0.0,71.0,0.0,0.0,wave1_pinned_authority,Contrac Complete -> 0 remaining (display-only; pending formal close-out)
Wave 1 (Tom/Ben),Amite County,MS,CA-8458,Amite County-NONE-CA-8458-Construction Area - Enterprise to Gloster,YES,complete,Complete,37.51,0.0,0.0,351.0,0.0,0.0,0.0,0.0,0.0,wave1_pinned_authority,Contrac Complete -> 0 remaining (display-only; pending formal close-out)
Wave 1 (Tom/Ben),Amite County,MS,CA-8459,Amite County-NONE-CA-8459-Construction Area - Gloster,YES,complete,Complete,2.34,0.0,0.0,395.0,0.0,0.0,0.0,0.0,0.0,wave1_pinned_authority,Contrac Complete -> 0 remaining (display-only; pending formal close-out)
Wave 1 (Tom/Ben),Amite County,MS,CA-8460,Amite County-NONE-CA-8460-Construction Area - Amite HWY 24,YES,complete,Complete,30.71,0.0,0.0,849.0,0.0,0.0,3.0,0.0,0.0,wave1_pinned_authority,Contrac Complete -> 0 remaining (display-only; pending formal close-out)
Wave 1 (Tom/Ben),Amite County,MS,DA-6881,Amite County-NONE-DA-6881-APPROVEDDESIGNAREAS - CPF_BEAM_Amite,YES,not_started,(no ROQ job),0.0,0.0,0.0,7.0,7.0,7.0,0.0,0.0,0.0,"wave1_retimed_pass1, exhausted_parent_gis_review",No Contrac ROQ job (parent/off-grid row) -> plan unchanged
Wave 1 (Tom/Ben),Amite County,MS,DA-7296,Amite County-NONE-DA-7296-APPROVEDDESIGNAREAS - Olio,YES,not_started,(no ROQ job),0.0,0.0,0.0,5.0,5.0,5.0,0.0,0.0,0.0,"wave1_retimed_pass1, exhausted_parent_gis_review",No Contrac ROQ job (parent/off-grid row) -> plan unchanged
Wave 1 (Tom/Ben),Amite County,MS,DA-7297,Amite County-NONE-DA-7297-APPROVEDDESIGNAREAS - West Gloster,YES,not_started,(no ROQ job),0.0,0.0,0.0,4.0,4.0,4.0,0.0,0.0,0.0,"wave1_retimed_pass1, exhausted_parent_gis_review",No Contrac ROQ job (parent/off-grid row) -> plan unchanged
Wave 1 (Tom/Ben),Ashley County,AR,CA-5689,Ashley County-NONE-CA-5689-Construction Area - Crossett Expansion SA,YES,complete,Complete,91.6,0.1,0.0,2658.0,50.0,0.0,0.0,0.0,0.0,wave1_pinned_authority,Contrac Complete -> 0 remaining (display-only; pending formal close-out)
Wave 1 (Tom/Ben),Ashley County,AR,CA-5690,Ashley County-NONE-CA-5690-Construction Area - Ashley Cabinet SA,YES,complete,Complete,62.56,0.0,0.0,665.0,0.0,0.0,0.0,0.0,0.0,wave1_pinned_authority,Contrac Complete -> 0 remaining (display-only; pending formal close-out)
Wave 1 (Tom/Ben),Ashley County,AR,CA-5691,Ashley County-NONE-CA-5691-Construction Area - Snyder Cabinet SA,YES,complete,Complete,112.48,0.0,23.78,532.0,0.0,0.0,0.0,0.0,0.0,wave1_pinned_authority,Contrac Complete -> 0 remaining (display-only; pending formal close-out)
Wave 1 (Tom/Ben),Ashley County,AR,CA-7300,Ashley County-NONE-CA-7300-Construction Area - Fountain Hill SA,YES,complete,Complete,24.71,0.0,4.64,433.0,0.0,0.0,0.0,0.0,0.0,wave1_pinned_authority,Contrac Complete -> 0 remaining (display-only; pending formal close-out)
Wave 1 (Tom/Ben),Ashley County,AR,CA-7311,Ashley County-NONE-CA-7311-Construction Area - Hamburg SA,YES,complete,Complete,12.3,0.0,0.0,135.0,0.0,0.0,0.0,0.0,0.0,wave1_pinned_authority,Contrac Complete -> 0 remaining (display-only; pending formal close-out)
Wave 1 (Tom/Ben),Ashley County,AR,CA-7393,Ashley County-NONE-CA-7393-Construction Area - Crossett Legacy,YES,complete,(no ROQ job),40.66,0.0,0.0,3248.0,0.0,0.0,0.0,0.0,0.0,wave1_pinned_authority,No Contrac ROQ job (parent/off-grid row) -> plan unchanged
Wave 1 (Tom/Ben),Ashley County,AR,CA-7446,Ashley County-NONE-CA-7446-Construction Area - Portland SA,YES,complete,Complete,11.1,0.0,0.0,191.0,0.0,0.0,0.0,0.0,0.0,wave1_pinned_authority,Contrac Complete -> 0 remaining (display-only; pending formal close-out)
Wave 1 (Tom/Ben),Ashley County,AR,CA-7483,Ashley County-NONE-CA-7483-Construction Area - Parkdale Legacy,YES,complete,(no ROQ job),15.49,0.0,0.0,154.0,0.0,0.0,0.0,0.0,0.0,wave1_pinned_authority,No Contrac ROQ job (parent/off-grid row) -> plan unchanged
Wave 1 (Tom/Ben),Ashley County,AR,CA-7484,Ashley County-NONE-CA-7484-Construction Area - Wilmot Legacy,YES,complete,(no ROQ job),11.45,0.0,0.0,354.0,0.0,0.0,0.0,0.0,0.0,wave1_pinned_authority,No Contrac ROQ job (parent/off-grid row) -> plan unchanged
Wave 1 (Tom/Ben),Ashley County,AR,CA-7485,Ashley County-NONE-CA-7485-Construction Area - Portland Legacy,YES,complete,(no ROQ job),8.5,0.0,0.0,225.0,0.0,0.0,0.0,0.0,0.0,wave1_pinned_authority,No Contrac ROQ job (parent/off-grid row) -> plan unchanged
Wave 1 (Tom/Ben),Ashley County,AR,CA-7537,Ashley County-NONE-CA-7537-Construction Area - Hamburg Legacy,YES,complete,(no ROQ job),27.91,0.0,0.0,1654.0,0.0,0.0,0.0,0.0,0.0,wave1_pinned_authority,No Contrac ROQ job (parent/off-grid row) -> plan unchanged
Wave 1 (Tom/Ben),Ashley County,AR,CA-8026,Ashley County-NONE-CA-8026-Construction Area - Ashley Co RDOF Remaining,YES,complete,Complete,5.37,4.99,0.0,17.0,17.0,0.0,0.0,0.0,0.0,wave1_pinned_authority,Contrac Complete -> 0 remaining (display-only; pending formal close-out)
Wave 1 (Tom/Ben),Ashley County,AR,DA-5301,Ashley County-NONE-DA-5301-APPROVEDDESIGNAREAS - Ashley County RDOF,YES,not_started,(no ROQ job),0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"wave1_retimed_pass1, exhausted_parent_gis_review",No Contrac ROQ job (parent/off-grid row) -> plan unchanged
Wave 1 (Tom/Ben),Avoyelles Parish,LA,CA-402,Avoyelles Parish-NONE-CA-402-Construction Area - Marksville,YES,complete,Complete,137.33,3.93,0.0,7217.0,49.0,0.0,983.0,6.7,0.0,"aerial_vs_prior_static_disagree, wave1_pinned_authority",Contrac Complete -> 0 remaining (display-only; pending formal close-out)
Wave 1 (Tom/Ben),Avoyelles Parish,LA,CA-403,Avoyelles Parish-NONE-CA-403-Construction Area - Mansura,YES,complete,Complete,162.73,11.98,0.0,5247.0,91.0,0.0,690.0,12.0,0.0,"aerial_vs_prior_static_disagree, wave1_pinned_authority",Contrac Complete -> 0 remaining (display-only; pending formal close-out)
Wave 1 (Tom/Ben),Avoyelles Parish,LA,CA-4884,Avoyelles Parish-NONE-CA-4884-Construction Area - Bunkie - SA Remaining,YES,complete,Complete,47.13,1.88,0.0,543.0,4.0,0.0,51.0,0.4,0.0,wave1_pinned_authority,Contrac Complete -> 0 remaining (display-only; pending formal close-out)
Wave 1 (Tom/Ben),Avoyelles Parish,LA,CA-8427,Avoyelles Parish-NONE-CA-8427-Construction Area - Avoyelles - RDOF Section 4,YES,complete,Complete,14.36,0.0,0.0,312.0,0.0,0.0,71.0,0.0,0.0,wave1_pinned_authority,Contrac Complete -> 0 remaining (display-only; pending formal close-out)
Wave 1 (Tom/Ben),Avoyelles Parish,LA,CA-86,Avoyelles Parish-NONE-CA-86-Construction Area - Avoyelles - Gumbo Section 1 - Outer Hessmer 1,YES,complete,Complete,8.7,0.0,0.15,329.0,0.0,0.0,56.0,0.0,0.0,wave1_pinned_authority,Contrac Complete -> 0 remaining (display-only; pending formal close-out)
Wave 1 (Tom/Ben),Avoyelles Parish,LA,CA-8934,Avoyelles Parish-NONE-CA-8934-Construction Area - Avoyelles Extended North,YES,in_construction,(no ROQ job),69.36,69.36,69.36,1231.0,1231.0,1231.0,592.0,592.0,592.0,"wave1_pinned_authority, operator_restored_williams_v825",No Contrac ROQ job (parent/off-grid row) -> plan unchanged
Wave 1 (Tom/Ben),Avoyelles Parish,LA,CA-9370,Avoyelles Parish-NONE-CA-9370-Construction Area - Tunica-Biloxi Reservation,YES,complete,(no ROQ job),3.57,0.0,0.0,149.0,0.0,0.0,22.0,0.0,0.0,wave1_pinned_authority,No Contrac ROQ job (parent/off-grid row) -> plan unchanged
Wave 1 (Tom/Ben),Avoyelles Parish,LA,CA-97,Avoyelles Parish-NONE-CA-97-Construction Area - Avoyelles Gumbo Section 2 - Bunkie,YES,complete,(no ROQ job),33.68,0.0,0.0,2520.0,0.0,0.0,94.0,0.0,0.0,wave1_pinned_authority,No Contrac ROQ job (parent/off-grid row) -> plan unchanged
Wave 1 (Tom/Ben),Avoyelles Parish,LA,CDA-28975,Avoyelles Parish-NONE-CDA-28975-Stat Area - 2027 - CDA-28975,YES,not_started,(no ROQ job),14.93,14.93,14.93,349.0,349.0,349.0,129.0,129.0,129.0,"wave1_pinned_authority, wave1_ic_remain_from_now, parent_never_active",No Contrac ROQ job (parent/off-grid row) -> plan unchanged
Wave 1 (Tom/Ben),Avoyelles Parish,LA,CDA-28977,Avoyelles Parish-NONE-CDA-28977-Stat Area - 2027 - CDA-28977,YES,not_started,(no ROQ job),1.44,1.44,1.44,18.0,16.0,16.0,15.0,13.3,13.3,"wave1_retimed_pass1, wave1_habit_resize, wave1_2026_q4_retime",No Contrac ROQ job (parent/off-grid row) -> plan unchanged
Wave 1 (Tom/Ben),Avoyelles Parish,LA,CDA-28979,Avoyelles Parish-NONE-CDA-28979-Stat Area - 2026 - CDA-28979,YES,not_started,(no ROQ job),0.0,0.0,0.0,20.0,20.0,20.0,0.0,0.0,0.0,"wave1_retimed_pass1, exhausted_parent_gis_review",No Contrac ROQ job (parent/off-grid row) -> plan unchanged
Wave 1 (Tom/Ben),Avoyelles Parish,LA,CDA-29084,Avoyelles Parish-NONE-CDA-29084-Stat Area - 2027 - CDA-29084,YES,not_started,(no ROQ job),0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,"wave1_retimed_pass1, exhausted_parent_gis_review",No Contrac ROQ job (parent/off-grid row) -> plan unchanged
Wave 1 (Tom/Ben),Avoyelles Parish,LA,CDA-29092,Avoyelles Parish-NONE-CDA-29092-Stat Area - 2027 - CDA-29092,YES,not_started,(no ROQ job),0.0,0.0,0.0,4.0,4.0,4.0,0.0,0.0,0.0,"wave1_retimed_pass1, exhausted_parent_gis_review",No Contrac ROQ job (parent/off-grid row) -> plan unchanged
Wave 1 (Tom/Ben),Avoyelles Parish,LA,CDA-29093,Avoyelles Parish-NONE-CDA-29093-Stat Area - 2027 - CDA-29093,YES,not_started,(no ROQ job),0.0,0.0,0.0,11.0,11.0,11.0,0.0,0.0,0.0,"wave1_retimed_pass1, exhausted_parent_gis_review",No Contrac ROQ job (parent/off-grid row) -> plan unchanged
Wave 1 (Tom/Ben),Avoyelles Parish,LA,CDA-29094,Avoyelles Parish-NONE-CDA-29094-Stat Area - 2026 - CDA-29094,YES,not_started,(no ROQ job),0.0,0.0,0.0,3.0,3.0,3.0,1.0,1.0,1.0,"wave1_retimed_pass1, exhausted_parent_gis_review",No Contrac ROQ job (parent/off-grid row) -> plan unchanged
Wave 1 (Tom/Ben),Avoyelles Parish,LA,DA-3676,Avoyelles Parish-NONE-DA-3676-APPROVEDDESIGNAREAS - Avoyelles - RDOF Section 4,YES,not_started,(no ROQ job),0.0,0.0,0.0,3.0,3.0,3.0,2.0,2.0,2.0,"wave1_retimed_pass1, exhausted_parent_gis_review",No Contrac ROQ job (parent/off-grid row) -> plan unchanged
Wave 1 (Tom/Ben),Avoyelles Parish,LA,DA-6808,Avoyelles Parish-NONE-DA-6808-APPROVEDDESIGNAREAS - Avoyelles Extended North,YES,not_started,(no ROQ job),0.0,0.0,0.0,22.0,22.0,22.0,8.0,8.0,8.0,"wave1_retimed_pass1, wave1_bucket_a_williams_2026, exhausted_parent_gis_review",No Contrac ROQ job (parent/off-grid row) -> plan unchanged
Wave 1 (Tom/Ben),Beauregard Parish,LA,CA-7554,Beauregard Parish-NONE-CA-7554-Construction Area - Merryville Priority 1,YES,complete,Complete,12.48,0.02,1.81,255.0,2.0,0.0,45.0,0.4,0.0,wave1_pinned_authority,Contrac Complete -> 0 remaining (display-only; pending formal close-out)
Wave 1 (Tom/Ben),Beauregard Parish,LA,CA-7555,Beauregard Parish-NONE-CA-7555-Construction Area - Ragley to Dequincy,YES,complete,Complete,17.93,0.0,0.0,179.0,1.0,0.0,11.0,0.1,0.0,wave1_pinned_authority,Contrac Complete -> 0 remaining (display-only; pending formal close-out)
Wave 1 (Tom/Ben),Beauregard Parish,LA,CA-7556,Beauregard Parish-NONE-CA-7556-Construction Area - Ragley to Reeves,YES,complete,Complete,14.02,0.0,0.51,115.0,6.0,0.0,63.0,3.3,0.0,wave1_pinned_authority,Contrac Complete -> 0 remaining (display-only; pending formal close-out)
Wave 1 (Tom/Ben),Beauregard Parish,LA,CA-7557,Beauregard Parish-NONE-CA-7557-Construction Area - South Deridder to Ragley,YES,complete,Complete,38.62,0.0,3.23,659.0,6.0,0.0,198.0,1.8,0.0,wave1_pinned_authority,Contrac Complete -> 0 remaining (display-only; pending formal close-out)
Wave 1 (Tom/Ben),Beauregard Parish,LA,CA-7558,Beauregard Parish-NONE-CA-7558-Construction Area - North HWY 190,YES,complete,Complete,26.72,0.0,0.0,498.0,0.0,0.0,32.0,0.0,0.0,wave1_pinned_authority,Contrac Complete -> 0 remaining (display-only; pending formal close-out)
Wave 1 (Tom/Ben),Beauregard Parish,LA,CA-7559,Beauregard Parish-NONE-CA-7559-Construction Area - Shinn Road,YES,complete,Complete,7.98,0.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0,wave1_pinned_authority,Contrac Complete -> 0 remaining (display-only; pending formal close-out)
Wave 1 (Tom/Ben),Beauregard Parish,LA,CA-7560,Beauregard Parish-NONE-CA-7560-Construction Area - Bennett Pit Rd and Eaves Loop,YES,complete,Complete,5.75,0.0,1.31,58.0,0.0,0.0,0.0,0.0,0.0,wave1_pinned_authority,Contrac Complete -> 0 remaining (display-only; pending formal close-out)
Wave 1 (Tom/Ben),Beauregard Parish,LA,CA-7561,Beauregard Parish-NONE-CA-7561-Construction Area - Sand Lake Rd,YES,complete,Complete,4.71,0.0,0.35,66.0,0.0,0.0,8.0,0.0,0.0,wave1_pinned_authority,Contrac Complete -> 0 remaining (display-only; pending formal close-out)
Wave 1 (Tom/Ben),Beauregard Parish,LA,CA-7562,Beauregard Parish-NONE-CA-7562-Construction Area - Cooper St,YES,complete,Complete,1.35,0.0,0.0,69.0,0.0,0.0,12.0,0.0,0.0,wave1_pinned_authority,Contrac Complete -> 0 remaining (display-only; pending formal close-out)
Wave 1 (Tom/Ben),Beauregard Parish,LA,CA-7564,Beauregard Parish-NONE-CA-7564-Construction Area - Merryville to Oreta pt 1,YES,complete,Complete,36.45,0.47,3.04,546.0,0.0,0.0,38.0,0.0,0.0,wave1_pinned_authority,Contrac Complete -> 0 remaining (display-only; pending formal close-out)
Wave 1 (Tom/Ben),Beauregard Parish,LA,CA-7565,Beauregard Parish-NONE-CA-7565-Construction Area - South Merryville,YES,complete,Complete,3.12,0.02,0.0,138.0,2.0,0.0,95.0,1.4,0.0,wave1_pinned_authority,Contrac Complete -> 0 remaining (display-only; pending formal close-out)
Wave 1 (Tom/Ben),Beauregard Parish,LA,CA-7566,Beauregard Parish-NONE-CA-7566-Construction Area - Rosepine to South Deridder,YES,complete,Complete,16.96,1.94,1.22,381.0,0.0,0.0,0.0,0.0,0.0,wave1_pinned_authority,Contrac Complete -> 0 remaining (display-only; pending formal close-out)
Wave 1 (Tom/Ben),Beauregard Parish,LA,CA-7567,Beauregard Parish-NONE-CA-7567-Construction Area - South of HWY 26,YES,complete,Complete,7.51,0.0,0.0,217.0,0.0,0.0,0.0,0.0,0.0,wave1_pinned_authority,Contrac Complete -> 0 remaining (display-only; pending formal close-out)
Wave 1 (Tom/Ben),Beauregard Parish,LA,CA-7570,Beauregard Parish-NONE-CA-7570-Construction Area - Merryville to Oreta pt 2,YES,complete,Complete,30.11,0.0,1.94,185.0,0.0,0.0,18.0,0.0,0.0,wave1_pinned_authority,Contrac Complete -> 0 remaining (display-only; pending formal close-out)
Wave 1 (Tom/Ben),Beauregard Parish,LA,CA-7571,Beauregard Parish-NONE-CA-7571-Construction Area - Ewell Cooley Rd,YES,complete,Complete,9.64,1.16,0.9,175.0,0.0,0.0,0.0,0.0,0.0,wave1_pinned_authority,Contrac Complete -> 0 remaining (display-only; pending formal close-out)
Wave 1 (Tom/Ben),Beauregard Parish,LA,CA-7572,Beauregard Parish-NONE-CA-7572-Construction Area - South Deridder East,YES,complete,Complete,9.79,0.0,0.99,186.0,1.0,0.0,8.0,0.0,0.0,wave1_pinned_authority,Contrac Complete -> 0 remaining (display-only; pending formal close-out)
Wave 1 (Tom/Ben),Beauregard Parish,LA,CA-7573,Beauregard Parish-NONE-CA-7573-Construction Area - South HWY 26 p2,YES,complete,Complete,8.05,0.0,0.0,152.0,0.0,0.0,1.0,0.0,0.0,wave1_pinned_authority,Contrac Complete -> 0 remaining (display-only; pending formal close-out)
Wave 1 (Tom/Ben),Beauregard Parish,LA,CA-7595,Beauregard Parish-NONE-CA-7595-Construction Area - Lumas Road,YES,complete,Complete,10.59,0.0,0.0,199.0,0.0,0.0,12.0,0.0,0.0,wave1_pinned_authority,Contrac Complete -> 0 remaining (display-only; pending formal close-out)
Wave 1 (Tom/Ben),Beauregard Parish,LA,CA-7596,Beauregard Parish-NONE-CA-7596-Construction Area - HWY 394 pt 2,YES,complete,Complete,9.14,0.0,0.69,202.0,0.0,0.0,4.0,0.0,0.0,wave1_pinned_authority,Contrac Complete -> 0 remaining (display-only; pending formal close-out)
Wave 1 (Tom/Ben),Beauregard Parish,LA,CA-7597,Beauregard Parish-NONE-CA-7597-Construction Area - HWY 394 pt 1,YES,complete,Complete,4.33,0.0,0.0,151.0,0.0,0.0,0.0,0.0,0.0,wave1_pinned_authority,Contrac Complete -> 0 remaining (display-only; pending formal close-out)
Wave 1 (Tom/Ben),Beauregard Parish,LA,CA-7598,Beauregard Parish-NONE-CA-7598-Construction Area - Grabow West,YES,complete,Complete,22.01,0.0,0.0,225.0,1.0,0.0,38.0,0.2,0.0,wave1_pinned_authority,Contrac Complete -> 0 remaining (display-only; pending formal close-out)
Wave 1 (Tom/Ben),Beauregard Parish,LA,CA-7599,Beauregard Parish-NONE-CA-7599-Construction Area - Grabow South,YES,complete,Complete,13.93,0.58,0.0,276.0,0.0,0.0,28.0,0.0,0.0,wave1_pinned_authority,Contrac Complete -> 0 remaining (display-only; pending formal close-out)
Wave 1 (Tom/Ben),Beauregard Parish,LA,CA-7600,Beauregard Parish-NONE-CA-7600-Construction Area - Granberry Rd,YES,complete,Complete,4.06,0.56,0.0,179.0,0.0,0.0,38.0,0.0,0.0,wave1_pinned_authority,Contrac Complete -> 0 remaining (display-only; pending formal close-out)
Wave 1 (Tom/Ben),Beauregard Parish,LA,CA-7601,Beauregard Parish-NONE-CA-7601-Construction Area - Ball Rd,YES,complete,Complete,5.3,0.0,0.75,56.0,0.0,0.0,0.0,0.0,0.0,wave1_pinned_authority,Contrac Complete -> 0 remaining (display-only; pending formal close-out)
Wave 1 (Tom/Ben),Beauregard Parish,LA,CA-7602,Beauregard Parish-NONE-CA-7602-Construction Area - Mennonite Rd,YES,complete,Complete,8.74,1.76,0.65,151.0,20.0,0.0,2.0,0.3,0.0,wave1_pinned_authority,Contrac Complete -> 0 remaining (display-only; pending formal close-out)
Wave 1 (Tom/Ben),Beauregard Parish,LA,CA-7603,Beauregard Parish-NONE-CA-7603-Construction Area - Hauser Rd,YES,complete,Complete,13.78,0.0,0.0,210.0,0.0,0.0,12.0,0.0,0.0,wave1_pinned_authority,Contrac Complete -> 0 remaining (display-only; pending formal close-out)
Wave 1 (Tom/Ben),Beauregard Parish,LA,CA-7604,Beauregard Parish-NONE-CA-7604-Construction Area - Carson,YES,complete,Complete,14.15,0.0,0.02,177.0,0.0,0.0,30.0,0.0,0.0,wave1_pinned_authority,Contrac Complete -> 0 remaining (display-only; pending formal close-out)
Wave 1 (Tom/Ben),Beauregard Parish,LA,CA-7605,Beauregard Parish-NONE-CA-7605-Construction Area - Singer,YES,complete,Complete,10.42,0.0,0.0,122.0,1.0,0.0,2.0,0.0,0.0,wave1_pinned_authority,Contrac Complete -> 0 remaining (display-only; pending formal close-out)
Wave 1 (Tom/Ben),Beauregard Parish,LA,CA-7606,Beauregard Parish-NONE-CA-7606-Construction Area - Singer East,YES,complete,Complete,27.26,0.0,0.0,277.0,0.0,0.0,19.0,0.0,0.0,wave1_pinned_authority,Contrac Complete -> 0 remaining (display-only; pending formal close-out)
Wave 1 (Tom/Ben),Beauregard Parish,LA,CA-7607,Beauregard Parish-NONE-CA-7607-Construction Area - Juanita,YES,complete,Complete,14.86,0.0,0.0,173.0,1.0,0.0,42.0,0.2,0.0,wave1_pinned_authority,Contrac Complete -> 0 remaining (display-only; pending formal close-out)
